date,temperature_c,rainfall_mm,humidity_percent
2024-09-24,19.4,23.4,98
2024-09-25,19.7,7.5,93
2024-09-26,19.7,7.3,95
2024-09-27,19.7,4.7,94
2024-09-28,20.5,2.8,89
2024-09-29,20.7,9.5,89
2024-09-30,20.9,1.0,88
2024-10-01,21.3,0.8,86
2024-10-02,20.5,6.5,92
2024-10-03,20.7,12.5,93
2024-10-04,20.7,18.0,91
2024-10-05,20.4,6.9,90
2024-10-06,19.3,12.3,94
2024-10-07,20.4,8.4,89
2024-10-08,19.8,16.3,95
2024-10-09,20.2,8.0,92
2024-10-10,19.5,8.0,93
2024-10-11,20.3,6.6,87
2024-10-12,20.2,12.3,90
2024-10-13,19.6,11.6,94
2024-10-14,19.4,5.4,94
2024-10-15,18.7,18.4,99
2024-10-16,18.6,9.6,97
2024-10-17,19.4,4.9,93
2024-10-18,20.0,6.2,93
2024-10-19,19.6,4.3,94
2024-10-20,19.8,7.8,92
2024-10-21,19.5,10.7,93
2024-10-22,20.0,11.7,91
2024-10-23,19.8,19.2,93
2024-10-24,19.4,20.2,95
2024-10-25,19.7,2.9,91
2024-10-26,20.0,0.1,83
2024-10-27,19.7,0.0,82
2024-10-28,19.5,5.3,86
2024-10-29,19.3,2.4,90
2024-10-30,20.0,2.8,88
2024-10-31,20.5,0.7,84
2024-11-01,19.5,20.7,95
2024-11-02,20.0,2.1,87
2024-11-03,19.8,8.3,90
2024-11-04,19.5,7.4,90
2024-11-05,19.9,0.0,84
2024-11-06,19.6,0.0,75
2024-11-07,20.1,1.7,79
2024-11-08,20.8,0.0,82
2024-11-09,20.0,0.0,76
2024-11-10,19.9,0.0,75
2024-11-11,19.9,0.3,73
2024-11-12,20.3,1.7,75
2024-11-13,20.4,2.7,88
2024-11-14,20.5,5.0,90
2024-11-15,20.4,11.5,89
2024-11-16,20.2,6.0,91
2024-11-17,20.4,7.0,89
2024-11-18,20.5,0.0,81
2024-11-19,20.4,0.0,79
2024-11-20,19.5,0.0,77
2024-11-21,19.6,0.0,81
2024-11-22,20.0,0.0,76
2024-11-23,20.1,0.0,72
2024-11-24,20.2,0.0,70
2024-11-25,19.3,0.0,73
2024-11-26,20.3,0.7,74
2024-11-27,20.7,0.0,75
2024-11-28,20.3,0.0,67
2024-11-29,20.4,0.0,63
2024-11-30,20.2,0.6,78
2024-12-01,20.7,2.3,84
2024-12-02,18.8,30.0,98
2024-12-03,19.6,7.9,95
2024-12-04,20.5,0.9,82
2024-12-05,19.8,6.2,86
2024-12-06,20.6,0.1,85
2024-12-07,20.4,0.8,81
2024-12-08,20.2,1.1,86
2024-12-09,20.2,3.7,86
2024-12-10,20.4,0.1,82
2024-12-11,20.3,0.0,77
2024-12-12,19.5,0.6,85
2024-12-13,19.2,2.8,92
2024-12-14,20.2,0.1,81
2024-12-15,18.3,0.0,78
2024-12-16,17.8,0.0,73
2024-12-17,18.5,0.0,69
2024-12-18,19.1,0.0,74
2024-12-19,19.9,0.1,80
2024-12-20,20.5,0.2,81
2024-12-21,19.9,0.1,84
2024-12-22,19.4,0.3,84
2024-12-23,18.7,0.0,83
2024-12-24,18.7,0.3,85
2024-12-25,19.4,0.4,84
2024-12-26,20.2,0.7,81
2024-12-27,21.1,1.6,79
2024-12-28,20.0,0.0,79
2024-12-29,19.9,0.0,73
2024-12-30,20.0,0.0,75
2024-12-31,20.2,0.0,71
2025-01-01,19.6,0.0,66
2025-01-02,18.8,0.0,66
2025-01-03,18.4,0.0,68
2025-01-04,18.6,0.0,69
2025-01-05,18.7,0.0,71
2025-01-06,19.1,0.0,67
2025-01-07,19.3,0.0,72
2025-01-08,18.9,0.0,62
2025-01-09,18.3,0.0,61
2025-01-10,19.6,0.0,71
2025-01-11,20.1,0.4,75
2025-01-12,20.8,0.0,72
2025-01-13,20.9,1.3,76
2025-01-14,20.5,1.0,82
2025-01-15,19.6,0.0,75
2025-01-16,19.9,0.0,67
2025-01-17,19.8,0.0,65
2025-01-18,19.5,0.0,67
2025-01-19,19.5,0.2,78
2025-01-20,21.0,0.0,67
2025-01-21,20.0,0.0,54
2025-01-22,20.0,0.0,57
2025-01-23,20.3,0.0,63
2025-01-24,19.6,0.0,61
2025-01-25,20.1,0.0,59
2025-01-26,20.2,0.0,49
2025-01-27,19.5,0.0,51
2025-01-28,19.4,0.0,60
2025-01-29,20.2,0.0,56
2025-01-30,20.8,0.0,65
2025-01-31,21.7,0.5,71
2025-02-01,21.4,0.0,71
2025-02-02,21.5,0.0,68
2025-02-03,20.9,0.0,62
2025-02-04,20.8,0.0,57
2025-02-05,20.9,0.0,48
2025-02-06,20.8,0.0,46
2025-02-07,20.8,0.0,45
2025-02-08,20.9,0.0,42
2025-02-09,20.7,0.0,58
2025-02-10,20.8,0.0,54
2025-02-11,20.8,0.0,55
2025-02-12,21.6,0.0,40
2025-02-13,21.8,0.0,47
2025-02-14,22.2,0.0,54
2025-02-15,22.0,0.0,64
2025-02-16,22.2,0.0,52
2025-02-17,22.3,0.0,48
2025-02-18,22.3,0.0,56
2025-02-19,22.4,0.8,61
2025-02-20,22.6,0.0,69
2025-02-21,22.8,0.0,61
2025-02-22,22.8,0.1,59
2025-02-23,22.6,0.0,55
2025-02-24,22.3,0.0,39
2025-02-25,21.8,0.0,44
2025-02-26,22.4,0.0,47
2025-02-27,22.4,0.0,46
2025-02-28,22.6,0.0,43
2025-03-01,22.8,0.0,65
2025-03-02,23.7,0.0,62
2025-03-03,23.7,0.0,71
2025-03-04,24.2,0.0,46
2025-03-05,23.8,0.9,50
2025-03-06,23.6,0.0,67
2025-03-07,23.3,0.9,61
2025-03-08,22.6,0.0,76
2025-03-09,23.2,0.1,68
2025-03-10,23.2,0.0,46
2025-03-11,23.0,0.1,57
2025-03-12,22.2,10.2,77
2025-03-13,23.2,0.0,70
2025-03-14,23.9,0.0,71
2025-03-15,23.5,0.0,67
2025-03-16,23.2,0.6,65
2025-03-17,22.6,1.8,77
2025-03-18,22.7,1.2,78
2025-03-19,23.1,1.8,78
2025-03-20,22.6,0.9,80
2025-03-21,22.7,0.5,79
2025-03-22,22.3,2.2,80
2025-03-23,21.5,2.3,81
2025-03-24,22.4,0.6,76
2025-03-25,22.1,0.8,74
2025-03-26,21.7,1.9,79
2025-03-27,21.5,3.6,82
2025-03-28,23.2,0.0,73
2025-03-29,22.9,0.9,77
2025-03-30,23.2,0.0,74
2025-03-31,23.3,1.2,73
2025-04-01,22.9,1.3,79
2025-04-02,21.3,2.0,84
2025-04-03,20.6,12.9,85
2025-04-04,21.3,6.5,84
2025-04-05,21.2,10.9,86
2025-04-06,21.7,8.9,88
2025-04-07,23.2,0.0,77
2025-04-08,22.6,1.5,79
2025-04-09,22.5,0.9,73
2025-04-10,21.3,6.2,86
2025-04-11,21.2,5.4,85
2025-04-12,20.6,3.0,87
2025-04-13,21.7,1.6,78
2025-04-14,22.0,5.1,78
2025-04-15,22.4,0.7,72
2025-04-16,21.3,11.0,85
2025-04-17,21.9,0.8,82
2025-04-18,21.9,4.3,87
2025-04-19,21.8,2.6,85
2025-04-20,21.5,7.7,89
2025-04-21,22.9,4.5,79
2025-04-22,23.3,0.2,78
2025-04-23,22.4,5.4,86
2025-04-24,22.9,6.5,85
2025-04-25,23.1,2.7,85
2025-04-26,23.5,0.5,81
2025-04-27,23.0,2.8,82
2025-04-28,22.1,2.0,86
2025-04-29,22.8,11.0,83
2025-04-30,22.1,4.8,88
2025-05-01,22.0,3.2,87
2025-05-02,22.1,14.9,89
2025-05-03,21.8,4.0,88
2025-05-04,22.1,3.5,86
2025-05-05,22.2,2.2,84
2025-05-06,22.4,0.0,79
2025-05-07,22.4,0.2,79
2025-05-08,21.4,1.5,83
2025-05-09,21.2,0.0,76
2025-05-10,21.3,0.2,79
2025-05-11,21.4,1.7,82
2025-05-12,21.3,14.6,89
2025-05-13,20.9,10.9,90
2025-05-14,21.4,13.8,89
2025-05-15,21.4,5.9,91
2025-05-16,20.9,10.5,91
2025-05-17,21.1,11.0,90
2025-05-18,21.0,6.6,92
2025-05-19,20.9,24.0,92
2025-05-20,19.4,89.1,98
2025-05-21,19.8,4.1,94
2025-05-22,20.7,5.7,90
2025-05-23,20.5,13.5,95
2025-05-24,20.0,36.5,97
2025-05-25,19.5,67.9,99
2025-05-26,19.2,93.2,99
2025-05-27,19.0,37.4,99
2025-05-28,19.1,49.3,99
2025-05-29,19.4,49.7,99
2025-05-30,19.1,33.5,98
2025-05-31,20.2,2.2,95
2025-06-01,20.4,5.7,92
2025-06-02,20.1,6.5,92
2025-06-03,19.7,11.5,93
2025-06-04,20.4,2.1,89
2025-06-05,20.6,0.3,88
2025-06-06,20.7,0.1,85
2025-06-07,20.3,2.9,89
2025-06-08,20.3,1.7,91
2025-06-09,19.8,5.0,94
2025-06-10,20.1,4.3,93
2025-06-11,19.9,7.8,96
2025-06-12,19.1,22.8,97
2025-06-13,19.5,12.3,97
2025-06-14,19.5,39.1,97
2025-06-15,19.1,41.4,99
2025-06-16,18.9,28.4,98
2025-06-17,18.9,19.7,97
2025-06-18,19.6,11.5,95
2025-06-19,19.6,11.3,95
2025-06-20,19.8,7.8,93
2025-06-21,19.3,10.1,96
2025-06-22,19.1,14.7,96
2025-06-23,18.7,9.0,96
2025-06-24,18.9,19.0,97
2025-06-25,19.1,18.5,97
2025-06-26,19.1,15.2,98
2025-06-27,19.3,5.2,95
2025-06-28,19.5,9.5,96
2025-06-29,19.6,9.2,93
2025-06-30,19.3,6.9,94
2025-07-01,18.8,10.7,97
2025-07-02,18.7,30.3,98
2025-07-03,18.8,11.4,96
2025-07-04,19.2,15.7,95
2025-07-05,19.1,12.9,97
2025-07-06,19.1,20.6,97
2025-07-07,19.1,12.9,97
2025-07-08,19.1,16.4,97
2025-07-09,18.7,10.6,98
2025-07-10,18.8,15.8,97
2025-07-11,19.2,17.0,97
2025-07-12,18.7,6.2,98
2025-07-13,19.2,13.9,97
2025-07-14,19.1,12.0,97
2025-07-15,18.6,36.0,99
2025-07-16,18.8,45.4,98
2025-07-17,18.6,78.1,97
2025-07-18,18.9,24.1,96
2025-07-19,18.3,46.7,99
2025-07-20,18.3,61.5,99
2025-07-21,18.5,23.8,99
2025-07-22,18.6,26.0,98
2025-07-23,18.5,31.9,99
2025-07-24,18.2,45.5,98
2025-07-25,18.7,28.6,97
2025-07-26,18.5,47.1,98
2025-07-27,18.4,14.5,96
2025-07-28,18.5,13.0,95
2025-07-29,18.4,15.5,98
2025-07-30,18.9,15.2,96
2025-07-31,18.9,14.2,97
2025-08-01,19.3,10.0,96
2025-08-02,19.6,11.0,94
2025-08-03,19.8,10.5,93
2025-08-04,19.7,5.3,95
2025-08-05,20.0,76.9,94
2025-08-06,19.6,3.9,92
2025-08-07,19.6,3.2,94
2025-08-08,19.6,8.8,94
2025-08-09,19.7,12.1,93
2025-08-10,19.2,3.5,94
2025-08-11,18.8,2.8,95
2025-08-12,18.5,10.4,96
2025-08-13,17.8,18.7,99
2025-08-14,18.3,15.5,97
2025-08-15,18.4,37.7,97
2025-08-16,18.4,37.6,99
2025-08-17,18.4,41.4,98
2025-08-18,17.9,30.8,98
2025-08-19,18.4,6.3,96
2025-08-20,18.6,9.5,95
2025-08-21,19.2,5.0,94
2025-08-22,19.6,4.3,92
2025-08-23,19.1,3.8,94
2025-08-24,19.6,1.4,89
2025-08-25,19.3,0.3,89
2025-08-26,18.9,10.3,92
2025-08-27,18.5,53.0,99
2025-08-28,18.4,75.3,99
2025-08-29,18.4,29.8,98
2025-08-30,18.9,16.8,97
2025-08-31,18.7,13.0,98
2025-09-01,18.4,15.2,98
2025-09-02,18.5,12.9,97
2025-09-03,18.3,16.3,98
2025-09-04,18.3,14.6,97
2025-09-05,19.3,10.5,94
2025-09-06,19.7,6.2,94
2025-09-07,19.4,4.2,93
2025-09-08,19.6,4.5,91
2025-09-09,20.4,1.4,87
2025-09-10,20.3,2.8,89
2025-09-11,19.7,0.0,88
2025-09-12,19.7,0.3,87
2025-09-13,19.5,0.7,89
2025-09-14,19.6,2.8,89
2025-09-15,19.4,7.0,94
2025-09-16,19.3,7.4,94
2025-09-17,19.7,9.5,93
2025-09-18,19.3,10.3,95
2025-09-19,19.4,6.1,93
2025-09-20,19.3,8.3,94
2025-09-21,19.5,5.5,93
2025-09-22,19.4,13.4,94
2025-09-23,18.7,4.3,97
2025-09-24,19.0,6.0,94
2025-09-25,19.0,9.6,96
2025-09-26,18.8,8.3,94
2025-09-27,18.4,14.2,97
2025-09-28,19.0,12.1,96
2025-09-29,18.9,10.2,97
2025-09-30,19.4,5.8,93
2025-10-01,19.2,7.6,95
2025-10-02,19.1,7.2,97
2025-10-03,20.4,2.9,91
2025-10-04,20.4,1.8,90
2025-10-05,20.0,2.2,87
2025-10-06,19.8,0.2,83
2025-10-07,19.7,0.0,84
2025-10-08,20.1,2.4,87
2025-10-09,20.6,2.4,87
2025-10-10,20.7,4.4,88
2025-10-11,20.0,23.8,91
2025-10-12,21.4,0.2,82
2025-10-13,20.9,4.5,85
2025-10-14,20.5,6.9,85
2025-10-15,20.2,11.5,89
2025-10-16,20.3,7.1,90
2025-10-17,20.7,13.5,90
2025-10-18,21.0,13.4,87
2025-10-19,20.0,2.7,91
2025-10-20,20.2,12.6,89
2025-10-21,19.9,9.3,92
2025-10-22,19.4,58.9,95
2025-10-23,19.8,8.9,92
2025-10-24,19.2,3.8,94
2025-10-25,20.3,2.1,88
2025-10-26,20.1,1.7,88
2025-10-27,19.4,3.3,94
2025-10-28,19.4,1.8,94
2025-10-29,19.5,3.5,90
2025-10-30,19.9,0.1,84
2025-10-31,19.8,0.0,84
2025-11-01,20.0,0.0,85
2025-11-02,20.3,0.7,88
2025-11-03,20.1,0.0,87
2025-11-04,19.6,0.5,90
2025-11-05,19.8,0.0,83
2025-11-06,18.9,0.0,77
2025-11-07,19.3,1.6,76
2025-11-08,19.4,1.1,88
2025-11-09,19.7,0.0,75
2025-11-10,18.9,0.0,78
2025-11-11,19.4,0.6,84
2025-11-12,19.9,0.9,82
2025-11-13,20.5,2.2,83
2025-11-14,20.1,0.8,85
2025-11-15,19.5,0.1,78
2025-11-16,19.5,0.0,76
2025-11-17,19.9,0.3,78
2025-11-18,19.1,2.9,83
2025-11-19,20.2,1.1,85
2025-11-20,20.6,0.0,79
2025-11-21,20.9,2.4,80
2025-11-22,20.1,6.2,86
2025-11-23,20.3,1.3,85
2025-11-24,20.3,0.0,82
2025-11-25,19.9,0.0,77
2025-11-26,19.5,0.0,78
2025-11-27,18.4,0.0,75
2025-11-28,17.8,0.0,76
2025-11-29,18.4,0.0,74
2025-11-30,19.3,0.9,81
2025-12-01,20.2,0.5,81
2025-12-02,20.2,0.0,79
2025-12-03,19.8,2.2,87
2025-12-04,20.0,2.8,87
2025-12-05,20.1,2.0,83
2025-12-06,19.9,0.0,77
2025-12-07,19.9,0.0,77
2025-12-08,19.6,0.0,70
2025-12-09,18.3,0.0,69
2025-12-10,19.4,0.0,72
2025-12-11,17.8,0.0,62
2025-12-12,17.8,0.0,63
2025-12-13,17.7,0.0,63
2025-12-14,17.1,0.0,58
2025-12-15,16.9,0.0,62
2025-12-16,18.5,1.4,76
2025-12-17,20.3,0.0,74
2025-12-18,18.1,0.0,64
2025-12-19,17.4,0.0,65
2025-12-20,16.9,0.0,65
2025-12-21,16.9,0.0,67
2025-12-22,17.0,0.0,69
2025-12-23,17.0,0.0,72
2025-12-24,17.0,0.0,70
2025-12-25,17.2,0.0,71
2025-12-26,17.2,0.0,72
2025-12-27,16.9,0.0,74
2025-12-28,17.4,0.0,69
2025-12-29,18.2,0.0,73
2025-12-30,19.1,0.0,77
2025-12-31,19.0,0.1,80
